X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
37.08,-0.03,3237,KATHERI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.1,42.6,56.8,16,8,4,2,0,0,0,682,4,13,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,GAKAWA,KIENI,-0.03,37.08
37.1,-0.04,3238,MLIMA KENYA PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41.9,32.6,48.8,18,6,6,1,0,0,0,586,9,5,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,GAKAWA,KIENI,-0.04,37.1
37.09,-0.02,3239,BRIGHT STAR ACADEMY,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,8.5,10.6,17,8,2,3,1,0,0,0,85,0,0,0,0,0,0,1,9,1,1,CENTRAL,NYERI,KIENI EAST,GAKAWA,KIENI,-0.02,37.09
37.04,-0.04,3240,WATHITUGA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41.9,41.9,10.5,8,15,17,2,0,0,0,335,5,3,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,GAKAWA,KIENI,-0.04,37.04
36.94,-0.51,3241,WAGURA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,36.1,40.6,23.2,8,6,8,4,0,0,0,325,3,6,0,0,0,0,0,0,1,0,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.94
36.94,-0.51,3242,KAGERE ACADEMY,PRIMARY SCHOOL,PRIVATE, , , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.94
36.95,-0.5,3243,KAGERE PRY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,25.8,13.6,12.2,17,9,10,4,0,0,0,232,2,7,0,0,0,0,0,0,1,0,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.5,36.95
36.93,-0.51,3244,MAHIGA PRY SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,28.5,17.5,15.2,13,7,8,2,0,0,0,228,2,6,0,0,0,0,0,0,1,0,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.93
36.92,-0.51,3245,KIRAI PRY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,19.3,16.9,67.5,8,1,1,2,0,0,0,135,3,4,0,0,0,0,0,0,1,1,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.92
36.91,-0.51,3246,KAMOKO PRY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,32,21.3,21.3,12,6,6,2,0,0,0,256,4,4,0,0,0,0,0,0,1,1,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.91
36.91,-0.51,3247,MAHIGA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.3,7.1,9.5,8,3,3,2,0,0,0,57,0,0,0,0,0,0,4,5,0,2,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.91
36.88,-0.5,3248,MIIRI-INI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,20.8,20.8,11.9,8,5,9,2,0,0,0,166,5,3,0,0,0,0,0,0,0,0,CENTRAL,NYERI,TETU,THEGENGE,TETU,-0.5,36.88
36.86,-0.5,3249,GITUIGA PRY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,28.4,25.2,18.9,9,6,6,1,0,0,0,227,4,4,0,0,0,0,0,0,1,0,CENTRAL,NYERI,TETU,THEGENGE,TETU,-0.5,36.86
36.87,-0.5,3250,MUNYANGE PRY SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,36.8,18.4,13.2,18,11,14,4,0,0,0,331,4,5,0,0,0,0,0,0,1,0,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.5,36.87
36.84,-0.51,3251,NJIGARI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.9,31.8,17.9,9,11,5,2,0,0,0,286,4,3,0,0,0,0,0,0,1,2,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.84
36.87,-0.51,3252,GITUGI PRY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,28.9,28.9,22,16,10,11,4,0,0,0,463,3,9,0,0,0,4,0,0,1,1,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.87
36.87,-0.51,3253,KIHOME PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,29.1,32.8,10.9,8,12,12,2,0,0,0,262,3,5,0,0,0,1,0,0,1,1,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.87
36.88,-0.51,3254,MUMWE PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,33.1,29,29,8,4,4,3,0,0,0,232,6,1,0,0,0,0,0,0,1,0,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.88
36.89,-0.51,3255,GATURUTURU PRY SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.9,29.2,18.6,14,9,13,3,0,0,0,409,2,8,0,0,0,0,0,0,1,2,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.51,36.89
36.94,-0.53,3256,ST. MICHEAL PRY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5.5,5.5,2.8,2,2,2,2,0,0,0,11,0,0,0,0,0,0,0,2,1,1,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.53,36.94
36.94,-0.52,3257,BIRITHIA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.1,20.8,11,18,16,18,3,0,0,0,375,3,8,0,0,0,0,0,0,2,0,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.52,36.94
36.94,-0.52,3258,RUKIRA PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,31.9,39.9,19.9,8,8,8,2,0,0,0,319,7,3,0,0,0,0,0,0,1,1,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.52,36.94
36.91,-0.52,3259,KAGONYE PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34.9,26.7,14.6,17,12,19,4,0,0,0,454,7,4,0,0,1,1,0,0,1,1,CENTRAL,NYERI,OTHAYA,MAHIGA,OTHAYA,-0.52,36.91
36.86,-0.53,3260,KONYU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,19.5,19.5,13,8,6,6,2,0,0,0,156,5,3,0,0,0,0,0,0,1,0,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.53,36.86
36.9,-0.54,3261,IRIA-INI PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34.8,39.1,31.3,8,4,6,2,0,0,0,313,4,4,0,0,0,1,0,0,1,1,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.54,36.9
36.89,-0.53,3262,KAIRUTHI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.2,22.8,14.3,15,10,14,3,0,0,0,342,3,5,0,0,1,1,0,0,1,0,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.53,36.89
36.91,-0.53,3263,GATHUMBU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.4,20.8,16.2,14,8,10,4,0,0,0,291,2,6,0,0,0,0,0,0,2,0,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.53,36.91
36.93,-0.54,3264,KIRI-INI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,30.6,28.6,26.8,15,8,8,2,0,0,0,429,5,9,0,0,0,0,0,0,1,1,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.54,36.93
36.94,-0.53,3265,OTHAYA JOY ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,13.3,13.3,23.3,7,2,2,2,0,0,0,93,0,0,0,0,3,4,0,0,2,1,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.53,36.94
36.94,-0.54,3266,OTHAYA REHABILITATION,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,BOYS ONLY,BOARDING ONLY,SPECIAL SCHOOL,10.9,12.4,8.7,7,10,0,3,0,0,0,87,4,3,0,0,1,0,0,0,4,4,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.54,36.94
36.93,-0.54,3267,GATUYANI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,15.8,15.8,6.4,13,16,16,4,0,0,0,206,2,11,0,0,0,0,0,0,0,0,CENTRAL,NYERI,OTHAYA,IRIA-INI,OTHAYA,-0.54,36.93
36.96,-0.53,3268,GATUGI PRY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,29.8,25.4,18.8,20,18,9,2,0,0,0,507,5,10,0,0,1,1,0,0,1,1,CENTRAL,NYERI,OTHAYA,KARIMA,OTHAYA,-0.53,36.96
36.97,-0.51,3269,THUTI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,33.6,29.4,16.8,8,6,8,3,0,0,0,235,4,3,0,0,0,0,0,0,1,1,CENTRAL,NYERI,TETU,KARUNDU,TETU,-0.51,36.97
36.99,-0.51,3270,GURA PRIMARY SHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,28.9,23.6,16.3,11,8,8,3,0,0,0,260,8,1,0,0,0,0,0,0,1,0,CENTRAL,NYERI,OTHAYA,KARIMA,OTHAYA,-0.51,36.99
37.13,-0.28,3271,FOREST SLOPE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,8.4,11.2,10.1,9,4,6,3,0,0,0,101,0,0,0,0,0,0,6,6,5,0,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.28,37.13
37.11,-0.29,3272,KIMAHURI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,38.1,34.3,32.7,20,11,10,8,0,0,0,686,7,11,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.29,37.11
37.02,-0.29,3273,KARICHENI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,19,19,19,8,4,4,2,0,0,0,152,3,5,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.29,37.02
37.01,-0.28,3274,NYERI JUNIOR SCH,PRIMARY SCHOOL,PRIVATE, , , ,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.28,37.01
37.02,-0.26,3275,NDIRITI PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,50,56.3,25,8,8,10,2,0,0,0,450,3,6,0,0,0,0,0,0,2,1,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.26,37.02
37.04,-0.27,3276,LUSOI PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,30.6,15.3,13.8,18,10,10,3,0,0,0,275,4,5,0,0,0,0,0,0,1,1,CENTRAL,NYERI,KIENI EAST,THIGU,KIENI,-0.27,37.04
38.37,-3.35,3277,MGAMBONYI PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,46.8,29.3,29.3,16,9,7,6,0,0,0,468,4,4,0,0,1,1,0,0,1,0,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,WUNDANYI,-3.35,38.37
37.04,-0.32,3278,GITHUNGO PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,5.7,4.3,4.3,4,2,2,2,0,0,0,17,0,0,0,0,1,2,0,0,0,0,CENTRAL,NYERI,KIENI EAST,THIGU,KIENI,-0.32,37.04
38.39,-3.33,3279,NYACHE PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,39.4,33.3,20.6,13,13,8,4,0,0,0,433,5,6,0,0,0,0,0,0,2,2,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,WUNDANYI,-3.33,38.39
37.11,-0.26,3280,SNOWVIEW ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,17.8,21.8,7.5,18,32,20,5,0,0,0,392,0,0,0,0,0,0,12,10,7,5,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.26,37.11
38.37,-3.32,3281,SHAGHA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.1,38.4,38.4,8,4,4,2,0,0,0,307,5,3,0,0,0,1,0,0,1,2,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,WUNDANYI,-3.32,38.37
37.11,-0.26,3282,WARAZO PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.3,34.3,21.1,16,8,18,4,0,0,0,548,4,12,0,0,0,0,0,0,2,1,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.26,37.11
38.36,-3.33,3283,MWANYALO PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,26.6,26.6,17.8,8,6,6,4,0,0,0,213,5,3,0,0,0,0,0,0,2,1,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,WUNDANYI,-3.33,38.36
37.12,-0.27,3284,LENANA EBENEZER JUNIOR,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,7,7,6.1,7,4,4,2,0,0,0,49,0,0,0,0,2,5,0,0,0,1,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.27,37.12
38.35,-3.33,3285,WUMINGU PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,40,44.4,33.3,9,4,8,2,0,0,0,400,4,4,0,0,1,1,0,0,2,1,COAST,TAITA TAVETA,WUNDANYI,WUMINGU,WUNDANYI,-3.33,38.35
37.11,-0.28,3286,ST HELEN JUNIOR SCHOOL,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.2,12.6,20.2,8,2,3,1,0,0,0,101,0,0,0,0,0,0,4,7,1,1,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.28,37.11
38.32,-3.35,3287,MWAKISHIMBA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,37.7,37.7,22.2,10,9,8,4,0,0,0,377,0,9,0,0,1,0,0,0,0,0,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WUNDANYI,-3.35,38.32
37.12,-0.26,3288,NGUKURANI PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,4.5,4.5,4.5,2,1,1,1,0,0,0,9,0,0,0,0,0,2,0,0,0,1,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.26,37.12
38.3,-3.33,3289,SANGENYI PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,35.4,39.9,39.9,8,5,3,3,0,0,0,319,8,1,0,0,0,0,0,0,2,0,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WUNDANYI,-3.33,38.3
37.13,-0.23,3290,MERE PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,41.3,28.6,23.3,13,8,8,2,0,0,0,372,3,6,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.23,37.13
38.31,-3.37,3291,MWAROKO PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,45.6,40.6,30.4,9,8,4,2,0,0,0,365,8,0,0,0,0,0,0,0,1,2,COAST,TAITA TAVETA,WUNDANYI,MGANGE,WUNDANYI,-3.37,38.31
37.12,-0.24,3292,E N G SHINING STAR JUNIOR SCHOOL,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.3,7.4,9.3,5,2,2,1,0,0,0,37,0,0,0,0,0,0,1,3,1,0,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.24,37.12
38.3,-3.28,3293,KISHUSHE PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,50.2,46,78.9,12,0,7,3,0,0,0,552,9,2,0,0,0,0,0,0,1,2,COAST,TAITA TAVETA,WUNDANYI,KISHUSHE,WUNDANYI,-3.28,38.3
37.09,-0.25,3294,VIEW POINT JUNIOR SCHOOL HUHOINI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,11.2,14.9,8.9,15,11,14,4,0,0,0,223,0,0,0,0,0,0,9,11,10,17,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.25,37.09
38.33,-3.25,3295,NGONGODINYI PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,42,42,24,8,7,7,2,0,0,0,336,7,1,0,0,0,0,0,0,2,1,COAST,TAITA TAVETA,WUNDANYI,KISHUSHE,WUNDANYI,-3.25,38.33
37.08,-0.25,3296,GISTEEL ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,9.1,9.9,8.4,11,4,9,4,0,0,0,109,0,0,0,0,0,0,6,6,2,2,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.25,37.08
38.38,-3.23,3297,MLILO PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,25.2,25.2,18,5,4,3,1,0,0,0,126,5,0,0,0,0,0,0,0,1,1,COAST,TAITA TAVETA,WUNDANYI,KISHUSHE,WUNDANYI,-3.23,38.38
37.07,-0.25,3298,MBOGOINI ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,4.9,4.3,17,8,1,1,1,0,0,0,34,0,0,0,0,0,0,2,5,0,1,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.25,37.07
38.4,-3.3,3299,PARANGA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,36.4,36.4,22.4,8,9,4,2,0,0,0,291,8,0,0,0,0,0,0,0,1,1,COAST,TAITA TAVETA,WUNDANYI,KISHUSHE,WUNDANYI,-3.3,38.4
37.07,-0.24,3300,MUNYU PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,35.9,32.1,35.9,19,7,10,4,0,0,0,610,4,13,0,0,0,0,0,0,2,2,CENTRAL,NYERI,KIENI EAST,KABARU,KIENI,-0.24,37.07
38.34,-3.38,3301,WERUGHA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,35.1,39.5,30.1,16,10,11,5,0,0,0,632,5,12,0,0,1,0,0,0,1,0,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WUNDANYI,-3.38,38.34
37.1,-0.22,3302,MT PEAK ACADEMY PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5.7,5.7,8.5,6,2,2,2,0,0,0,34,0,0,0,0,0,0,2,4,2,1,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.22,37.1
38.34,-3.38,3303,WERUGHA SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,SPECIAL SCHOOL,10,10,5,1,1,1,2,0,0,0,10,1,0,0,0,0,0,0,0,0,0,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WUNDANYI,-3.38,38.34
37.1,-0.22,3304,KIRINYAGA PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.1,40.6,29.5,8,5,6,2,0,0,0,325,6,3,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.22,37.1
38.32,-3.38,3305,NGULU KIWETO PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.6,34.6,11.5,8,18,6,2,0,0,0,277,2,6,0,0,0,0,0,0,1,0,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WUNDANYI,-3.38,38.32
37.1,-0.2,3306,KAMBURAINI PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,33.3,19.6,14.5,17,10,13,3,0,0,0,333,4,6,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.2,37.1
38.32,-3.4,3307,MDUNDONYI PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,33.9,25.4,135.7,16,1,2,1,0,0,0,407,5,5,0,0,2,0,0,0,1,0,COAST,TAITA TAVETA,WUNDANYI,WERUGHA,WUNDANYI,-3.4,38.32
37.09,-0.19,3308,GITNGA PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,31.9,31.9,25.5,8,5,5,1,0,0,0,255,6,2,0,0,0,0,0,0,0,0,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.19,37.09
38.33,-3.41,3309,IYALE PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,32.6,32.6,18.6,8,7,7,3,0,0,0,261,4,2,0,0,2,0,0,0,1,2,COAST,TAITA TAVETA,WUNDANYI,MGANGE,WUNDANYI,-3.41,38.33
37.1,-0.19,3310,GLORYLAND JUNIOR PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,15.6,15.6,15.6,8,4,4,1,0,0,0,125,0,0,0,0,0,0,4,4,1,2,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.19,37.1
38.33,-3.41,3311,IYALE SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,SPECIAL SCHOOL,9,9,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,COAST,TAITA TAVETA,WUNDANYI,MGANGE,WUNDANYI,-3.41,38.33
37.09,-0.18,3312,MANYATTA PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,46.7,32.7,20.4,10,8,8,1,0,0,0,327,6,1,0,0,0,0,0,0,1,0,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.18,37.09
38.32,-3.4,3313,LUSHANGONYI PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,28.7,35.9,23.9,8,6,6,4,0,0,0,287,2,6,0,0,2,0,0,0,1,0,COAST,TAITA TAVETA,WUNDANYI,MGANGE,WUNDANYI,-3.4,38.32
37.08,-0.18,3314,ALPHA JUNIOR SCHOOL PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,9,9,4.5,1,1,1,1,0,0,0,9,0,0,0,0,0,0,0,1,0,1,CENTRAL,NYERI,KIENI EAST,NAROMORU,KIENI,-0.18,37.08
38.31,-3.4,3315,ST.ANNES ELIMU CENTRE PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,6.7,6.7,10,6,2,2,1,0,0,0,40,0,0,0,0,3,3,0,0,0,2,COAST,TAITA TAVETA,WUNDANYI,MGANGE,WUNDANYI,-3.4,38.31
